customer_id,product_id,quantity,price,transaction_date,payment_method,store_location,product_category,discount,total_amount
857878,C,2,53.87055008,2024-01-15 19:14:00,Debit Card,"265 Williams Passage
North Andrew, GU 20893",Books,12.07332915,94.73316251
939765,B,9,59.69753447,2023-07-09 05:55:00,Debit Card,"763 Castro Greens Suite 106
Lake Katrina, OK 64411",Books,18.77811951,436.3871409
11882,D,5,88.00755476,2023-05-28 07:45:00,Debit Card,"711 Megan Garden Apt. 572
Nathanview, ND 02023",Electronics,13.07468591,382.504217
147124,C,2,79.67386347,2023-05-25 10:49:00,Cash,"USNS David
FPO AE 12953",Clothing,12.91378242,138.7699082
895908,B,4,69.19620564,2023-10-08 19:08:00,Debit Card,"53378 Lauren Union Suite 356
Mullinsborough, MP 94292",Electronics,16.51074194,231.0855948
589251,A,7,34.01289338,2023-12-13 03:37:00,PayPal,"991 Dennis Overpass Suite 417
South Julie, VA 10018",Clothing,14.11085151,204.4936915
608105,B,8,46.93122876,2023-10-24 03:23:00,Cash,"55336 Meagan Loaf
Martinstad, NH 88472",Home Decor,16.11718005,314.9379049
800568,D,3,80.84663037,2024-03-25 14:42:00,Credit Card,"6238 Scott Fork Suite 235
North Andrewmouth, MD 44878",Electronics,5.868724608,228.3058928
985370,A,1,66.47187502,2023-12-19 21:54:00,PayPal,"602 Smith Plains
Port Jacquelinechester, DC 13268",Electronics,10.5145845,59.48263356
240172,B,4,96.08493944,2023-12-27 05:26:00,PayPal,"8369 Gentry Tunnel Suite 510
East Edwardstad, RI 25668",Clothing,17.4431825,317.2986724
232632,D,2,88.55958357,2023-08-12 02:00:00,Credit Card,"3811 William Station Suite 818
Garciafort, OH 36967",Home Decor,12.84060049,154.3760025
138129,B,8,48.43840968,2024-01-06 03:16:00,Cash,"2059 Moore Station
Clarkehaven, WI 88632",Clothing,6.596179738,361.9466009
201514,B,4,36.44356796,2023-06-16 14:07:00,Cash,"0894 Leonard Cliff
North Ellenstad, MN 82818",Books,5.640954187,137.5512119
143001,A,2,21.16617709,2023-06-26 09:23:00,PayPal,"31207 Johnson Crest
Georgeland, WV 31249",Home Decor,15.30872409,35.85181088
391352,D,6,46.6865179,2023-05-08 00:15:00,Cash,"5091 Sullivan Mountains
Joshuaside, FM 03816",Home Decor,13.83077927,241.376452
94047,A,6,30.40141062,2024-03-29 18:32:00,Cash,"9919 Smith Island Apt. 355
Peterview, OK 37147",Electronics,9.811217151,164.5119732
182358,C,4,11.50353148,2023-11-27 10:44:00,Credit Card,"00172 Tamara Lake
Woodsville, TX 24419",Books,3.970779906,44.18700627
91439,D,6,22.43927871,2024-04-26 13:07:00,PayPal,"18886 Kara Brooks Apt. 597
East Kellyfort, WV 95330",Electronics,5.872273942,126.7294968
370994,D,2,50.77103606,2023-10-01 09:48:00,Credit Card,"728 Richard Flats
Janeport, WV 96023",Clothing,17.63195806,83.63821655
194267,C,2,90.31749132,2023-05-20 13:23:00,PayPal,"46843 Christina Points Apt. 345
Snyderhaven, ME 39116",Clothing,6.837288023,168.2844486
597183,D,4,38.88635212,2023-05-19 19:02:00,Cash,"60674 Robles Overpass
Jonfort, DC 58160",Clothing,10.30417712,139.5177341
173860,D,8,49.70081448,2023-08-24 03:49:00,Cash,"91529 Cody Mills Suite 147
Churchmouth, FL 72882",Clothing,6.426451838,372.0545246
667324,A,7,44.56655375,2024-03-15 13:29:00,PayPal,"1347 Chang Rue Suite 808
Kennethmouth, AL 49384",Electronics,15.72327504,262.9146235
74054,A,9,43.20773421,2024-04-16 05:10:00,Debit Card,"454 Mendoza Springs Suite 108
Davidtown, FL 92203",Home Decor,3.940537885,373.5460537
766020,B,8,75.03749694,2023-09-07 17:20:00,PayPal,"68293 Ryan Station
Martinchester, OH 22553",Home Decor,16.61582338,500.5551919
301389,A,5,55.54281545,2024-03-31 20:19:00,Debit Card,"15068 Regina Isle
Ariasshire, AZ 83493",Electronics,9.025839192,252.6480512
604511,D,2,46.75985559,2023-10-24 21:15:00,Credit Card,"56928 Patricia Mountains
West Andrea, OH 00781",Books,8.785967794,85.30309947
107408,D,5,94.89902096,2024-04-24 17:03:00,Cash,"67679 Chen Rapids Apt. 359
Williamchester, AS 53803",Books,18.44927581,386.9541942
62783,C,8,34.86587311,2023-07-01 22:17:00,Credit Card,"98846 Joe Hills Suite 859
Nelsonside, MS 19302",Electronics,4.863213028,265.3621714
937640,C,9,84.95648436,2023-10-06 08:15:00,Credit Card,"55894 Linda Courts Apt. 063
Stevenbury, MA 20451",Home Decor,15.53718329,645.809757
116855,B,9,56.35052523,2023-12-24 22:56:00,Cash,"6918 Ashley Walks
West Jean, MN 95503",Electronics,19.3004819,409.2714208
775212,D,1,49.7519958,2024-02-25 08:51:00,Debit Card,"005 Faulkner Walk
Matthewhaven, NC 85743",Books,19.15562133,40.22169188
624973,D,9,15.66692134,2023-11-22 02:05:00,PayPal,"47515 Grimes Grove Apt. 919
East James, GA 19407",Electronics,14.96717317,119.8982348
210377,A,7,87.26431386,2024-03-02 22:56:00,Debit Card,"Unit 4486 Box 3431
DPO AE 41617",Books,5.36747935,578.0629389
73098,C,9,34.35962323,2024-01-02 16:43:00,Cash,"696 Cruz Highway Suite 922
Amberview, MN 52354",Electronics,17.90654433,253.8630186
600510,B,8,71.14204196,2023-09-29 10:47:00,Cash,"28132 Wolfe Bypass
West Russellberg, MI 13911",Electronics,8.220374972,522.3511948
120603,A,1,88.70304269,2024-03-03 22:13:00,Credit Card,"04736 Nicholas Islands Suite 795
Jamesland, IN 70189",Clothing,7.700165198,81.87276186
449129,B,8,58.25233549,2023-11-07 10:54:00,Debit Card,"3011 Smith Island Suite 451
East Philliphaven, WY 63813",Clothing,7.809105877,429.6267915
300948,B,8,67.66009434,2023-11-15 00:21:00,Debit Card,"67274 Mendez Curve
Hawkinsfurt, NY 02451",Home Decor,1.213184505,534.7140205
268031,C,3,40.61638711,2023-12-01 17:31:00,PayPal,"172 Christopher Route
North Christyside, MO 24531",Electronics,7.121015695,113.1722634
70530,C,1,75.38851452,2023-06-08 19:38:00,PayPal,"PSC 8454, Box 4823
APO AE 17356",Books,18.43627657,61.48967949
54429,D,8,69.09431329,2023-12-08 04:16:00,Debit Card,"5933 Roberts Wall Apt. 225
South Dannyborough, WA 41280",Home Decor,5.371900825,523.0610825
120177,D,3,50.03074725,2024-03-23 11:50:00,PayPal,"42485 Kristina Walks
Catherinemouth, CT 93272",Electronics,6.031257077,141.0397928
853797,D,3,67.11419404,2024-04-16 04:11:00,Credit Card,"904 Elizabeth Gardens Suite 981
New Isaiah, PR 39559",Books,15.50945109,170.1154528
127138,D,1,33.63936661,2023-05-31 07:24:00,Debit Card,"008 Knight Pines
Myersberg, FM 97841",Home Decor,1.244171467,33.22083521
472995,B,5,69.2038385,2023-05-19 02:21:00,Cash,"Unit 5493 Box 4915
DPO AE 46180",Books,16.49585071,288.9403831
493821,A,7,70.54673544,2023-12-28 11:49:00,Credit Card,"280 Grant Junctions Apt. 423
Crosbyfort, NV 96865",Electronics,17.13967728,409.1867686
571728,A,9,50.03989495,2024-01-11 14:19:00,Credit Card,"4918 Benson Springs Apt. 545
Bakerville, AS 80512",Books,2.865302125,437.454907
509745,C,7,32.44361216,2024-03-01 18:51:00,Debit Card,"Unit 4248 Box 3478
DPO AP 26267",Books,4.70639588,216.4168113
229231,B,9,82.27593684,2023-06-14 22:16:00,Credit Card,"501 Wright Junction
Port William, DE 66411",Home Decor,14.37946628,634.0058662
268207,D,8,77.87144604,2024-03-11 09:34:00,Debit Card,"469 Walker Forks Apt. 596
Danielburgh, OH 96428",Clothing,9.412914394,564.3317879
727748,B,2,15.13826686,2024-01-22 01:18:00,Credit Card,"27719 Johnson Land Suite 271
Lake Rachel, MS 25472",Electronics,6.271852121,28.37763431
216500,A,1,54.48413965,2023-07-02 06:11:00,Credit Card,"616 Edwards Walk Suite 451
North Thomasmouth, TN 07097",Books,7.935460701,50.16057216
892466,C,7,18.28998616,2023-10-18 18:23:00,PayPal,"96496 Patrick Islands
Lake Nicole, IN 92062",Home Decor,15.52832487,108.1490038
867913,D,7,38.76064825,2023-07-30 12:20:00,PayPal,"81215 Drake Centers
South Ashleyhaven, IL 05545",Clothing,2.444920689,264.690868
199367,A,8,48.00152337,2023-11-02 17:35:00,Debit Card,"2959 Heather Orchard
North Rebecca, MT 87449",Books,15.65384587,323.8995111
496177,A,5,25.91976008,2023-08-10 02:46:00,Cash,"7455 Pena Cape
Tiffanystad, ME 78027",Electronics,5.391257854,122.6117949
497860,B,3,52.20121515,2023-12-20 07:31:00,Debit Card,"20633 Jeremiah Trace
North Jose, VT 92231",Home Decor,15.40578351,132.4776269
487175,D,8,73.55990778,2024-02-14 12:16:00,Debit Card,"98751 Isaac Court Apt. 812
East Tracy, IL 95098",Clothing,19.08665624,476.1582484
573789,B,6,49.32689403,2024-04-02 06:34:00,PayPal,"269 Gonzales Prairie
Anthonyburgh, ID 16216",Books,18.67648085,240.6861967
63925,B,3,31.07258121,2023-06-07 07:51:00,Debit Card,"065 Nancy Gateway Suite 237
Port Marcus, AL 04964",Electronics,19.7587519,74.79908093
87781,C,1,47.33364372,2024-03-20 02:48:00,Debit Card,"90846 Fuller Burgs
Hendersontown, VT 91293",Books,4.362300725,45.26880784
350384,A,3,63.31661184,2023-12-29 06:54:00,Credit Card,"319 Cory Park
Dukeland, RI 05923",Electronics,19.41658202,153.0680699
829031,D,5,94.27530854,2023-06-19 03:12:00,Cash,"2155 Hartman Turnpike Apt. 632
Charlestown, MO 76093",Electronics,3.902613929,452.9805361
211409,C,3,54.95003129,2023-09-06 17:42:00,Credit Card,"PSC 4308, Box 2125
APO AE 53765",Clothing,0.980459509,163.2338054
13104,D,1,89.90766963,2023-06-20 03:01:00,Debit Card,"85150 Harris Garden
Rodriguezville, NY 80407",Clothing,3.435628997,86.81877567
113126,B,5,98.61003733,2024-01-22 07:51:00,PayPal,"373 Wagner Extensions
Port Heidi, IN 15041",Electronics,0.433074844,490.9149103
954635,C,7,60.3116587,2024-01-31 12:14:00,Cash,"344 Sutton Plains Apt. 541
Tammyport, LA 57073",Electronics,0.110103223,421.7167753
123054,A,7,23.23620157,2023-08-18 14:33:00,PayPal,"407 Klein Club Apt. 003
Davistown, AS 09777",Books,12.08886147,142.9904655
965904,D,3,87.61206739,2023-05-24 03:49:00,Cash,"86293 Nancy Radial
South Jamesview, FM 65253",Electronics,5.854469012,247.4485382
282062,D,7,88.17045193,2023-07-29 21:58:00,Cash,"85502 Colleen Fields Suite 061
Johnsonside, MD 12669",Books,9.014604013,561.5556438
477717,D,1,95.54941634,2023-06-12 09:56:00,PayPal,"62861 Cruz Wall Suite 673
North Teresabury, AS 87155",Electronics,4.447918859,91.29945583
425222,D,4,34.87919125,2024-02-05 18:58:00,Debit Card,"785 Gomez Knoll
Jeffreyport, VT 46521",Home Decor,19.06080968,112.9237399
649944,C,4,40.00875001,2023-09-21 05:43:00,Credit Card,"60384 Mark Divide
Port Hannahfurt, NM 16259",Books,6.147555635,150.1967594
235323,B,5,71.83872922,2023-08-26 13:42:00,Debit Card,"77571 Aguilar Crescent
New Timside, TN 43984",Home Decor,0.462871045,357.5310427
397000,B,7,60.7513013,2024-04-25 20:36:00,PayPal,"494 Lopez Spring
Debrafort, DC 31407",Clothing,8.037027267,391.0809185
986917,D,7,88.15321933,2024-02-03 06:20:00,Debit Card,"17681 Patterson Brook
West Curtisborough, FM 27507",Home Decor,2.265975151,603.089825
391278,C,4,32.90556652,2023-10-26 16:17:00,Debit Card,"274 Clinton Row
South Lisa, GU 59454",Clothing,17.0030783,109.2424291
945683,A,7,69.25684863,2023-11-09 10:42:00,Credit Card,"21205 Matthew Coves Apt. 355
Lake Graceton, WA 89273",Electronics,10.70596275,432.8956535
999329,D,3,94.63688687,2023-07-01 12:02:00,PayPal,"88318 Jeffrey Harbor
Aliciafort, ME 52389",Books,1.830624263,278.7133232
934277,A,6,29.42846622,2023-07-04 06:45:00,PayPal,"841 Jennifer Lodge Suite 593
West Amandabury, NM 27811",Clothing,7.311670811,163.6605219
174338,D,2,37.61916743,2023-05-19 14:02:00,Credit Card,"22794 James Fort Suite 378
East Victoria, AZ 38497",Clothing,7.448973926,69.63385092
545912,A,9,46.66759982,2023-11-13 22:43:00,Credit Card,"957 John Grove Suite 224
Carrollfurt, MA 25724",Home Decor,15.36549112,355.4720453
88220,A,5,17.8385125,2024-02-23 17:23:00,Cash,"92480 Kelsey Club Apt. 792
North Danabury, NV 52001",Books,19.4253636,71.86658291
173080,C,6,25.91827387,2023-07-08 04:57:00,PayPal,"3346 Hunt Vista
West Michaelside, HI 52847",Home Decor,6.190253151,145.8832026
400897,D,4,44.38842668,2024-03-11 10:50:00,Credit Card,"235 Logan Road
Port Marcusport, WY 03455",Electronics,4.343152928,169.8422777
636398,C,7,16.69540414,2023-06-10 10:41:00,Cash,"PSC 3555, Box 8474
APO AA 67962",Home Decor,14.88628199,99.4705544
638748,A,9,42.63801915,2023-05-04 08:33:00,PayPal,"490 Young Fields
Smallberg, MT 45964",Electronics,10.24981199,344.4093212
597048,D,7,31.97276084,2023-10-16 18:45:00,Debit Card,"780 Kristi Creek
West Hannahberg, MS 83311",Books,14.73131551,190.8392679
472957,B,1,87.80595497,2023-06-22 02:56:00,PayPal,"14566 Alyssa Court Suite 449
Melindafort, FM 88989",Home Decor,1.069206714,86.86712781
84596,D,1,64.76441874,2024-02-01 04:22:00,Cash,"5501 Harold Spurs Apt. 087
East Tracyport, UT 09987",Home Decor,19.9400979,51.85033024
562014,A,9,90.86410263,2024-04-08 06:09:00,Debit Card,"68754 James Branch Apt. 009
Alexisville, NE 90702",Books,9.685291703,738.5728431
469434,B,9,28.25982796,2023-12-05 04:58:00,PayPal,"4321 Susan Valleys
West Benjamin, ID 64991",Electronics,16.69877986,211.8670335
252922,A,4,17.34917877,2023-08-26 13:34:00,Cash,"Unit 1535 Box 5709
DPO AP 57706",Clothing,3.582091919,66.91086094
977032,A,9,41.86424795,2023-05-11 10:36:00,Debit Card,"96028 Eddie Estate
Mitchellville, NE 77272",Clothing,3.135656986,364.9637586
745071,C,3,15.07826861,2023-05-31 16:39:00,PayPal,"080 Thomas Route Suite 101
South Jamesmouth, WA 54676",Home Decor,7.175804257,41.9888447
638578,D,7,89.51626496,2023-07-07 16:05:00,PayPal,"4048 David Islands Apt. 534
Daviston, AZ 16773",Books,4.85644891,596.182673
254206,A,6,26.93368276,2024-02-14 23:43:00,PayPal,"3530 Ellis Avenue
Port Tracy, ME 79036",Electronics,3.244001859,156.3597216
937354,A,8,22.69652511,2024-03-19 11:20:00,PayPal,"50572 Steven Square Apt. 432
Thomasstad, GU 29278",Home Decor,1.904333216,178.1144611
758832,B,9,80.90037402,2024-02-25 13:48:00,Debit Card,"248 Cochran Village
West Dianaland, TX 12916",Home Decor,2.095020551,712.8494511
889978,D,5,74.11664449,2023-11-21 07:56:00,Debit Card,"8906 Williams Prairie Apt. 061
Nicolemouth, KS 94341",Electronics,3.302831309,358.3434838
381440,B,1,15.12604253,2024-01-15 17:11:00,Cash,"505 Dennis Courts
North Christopherburgh, DE 62352",Books,2.023900944,14.81990641
330581,D,3,55.86087198,2023-12-01 00:32:00,PayPal,"30842 Simon Mountains
New Davidbury, KS 13404",Home Decor,11.0954571,148.9885587
630099,D,8,50.39649003,2023-08-01 17:31:00,Debit Card,"031 Khan Parkway Apt. 597
North Tanyaland, OR 29820",Books,16.96378135,334.7787172
933612,A,6,44.8171824,2024-01-24 23:06:00,Debit Card,"271 Cooper Haven
Anthonystad, OH 91347",Clothing,17.09178318,222.9427605
402432,D,8,21.40301423,2023-05-08 21:06:00,Cash,"68018 Griffin Square
North Michaelborough, MP 69490",Electronics,18.96759544,138.7470166
517772,A,9,80.86168186,2024-02-01 23:37:00,Cash,"03368 Ashley Divide
Gailport, WV 40464",Clothing,8.312041384,667.2638286
35839,B,4,31.59602153,2023-12-30 09:31:00,Debit Card,"7700 Anthony Manors Apt. 103
Powellborough, MO 60997",Electronics,16.37203738,105.6924363
225733,D,1,51.24117781,2023-05-16 16:23:00,Credit Card,"019 Marvin Cape
Terrifurt, MA 99203",Home Decor,14.22218199,43.95356425
776979,A,1,89.29578752,2023-12-17 11:19:00,Debit Card,"758 Ashley Ports Suite 163
West Mary, RI 71233",Clothing,18.37811716,72.88490307
221937,A,4,38.64182086,2024-04-22 20:17:00,Credit Card,"9425 Brandon Oval Suite 482
Crystalberg, MI 21625",Clothing,12.22981448,135.6639914
175416,D,7,13.21589879,2024-03-07 05:54:00,Debit Card,"00330 Bates Valleys Suite 357
Bryanttown, IL 67826",Books,3.891313774,88.91138691
646696,D,2,90.02191983,2023-08-30 04:53:00,Cash,"530 Anderson Drive
South Phillipfort, WV 81658",Books,16.26285021,150.7635797
688072,C,3,54.45015887,2023-06-06 11:18:00,Credit Card,"167 Jason Course Apt. 531
West Paula, ID 11466",Electronics,3.863419042,157.0395632
916513,D,1,54.73566233,2023-12-09 12:37:00,Debit Card,"459 Sutton Mountains Suite 451
Bernardport, WI 12076",Home Decor,8.686718668,49.98092933
538692,D,5,59.62741773,2023-12-04 15:19:00,Debit Card,"09098 Morton Trafficway
North Loretta, AZ 89521",Books,14.21054906,255.7701714
172943,A,1,26.19405865,2023-09-09 00:45:00,Credit Card,"Unit 9800 Box 8766
DPO AE 93292",Electronics,17.69561007,21.55886017
481676,D,8,74.33975096,2023-06-21 16:46:00,Credit Card,"125 Vasquez Cove
Lake Megan, OR 45416",Clothing,5.661595281,561.047481
214608,A,1,30.82432032,2023-08-12 04:28:00,PayPal,"636 Vega Inlet Suite 700
North Stevenview, CT 71706",Home Decor,3.030331887,29.89024111
590942,A,1,37.10333556,2023-12-13 12:16:00,Credit Card,"9412 Saunders Terrace Apt. 183
Harrisfort, OK 19012",Books,12.30596026,32.53741383
108361,C,2,66.80700831,2023-05-21 01:38:00,PayPal,"87005 Smith Harbors Suite 391
Hartchester, WA 85942",Home Decor,7.796451484,123.1968646
116067,B,2,77.47805803,2023-08-05 22:32:00,Cash,"30226 Nina Extension Suite 568
New Jacobport, AL 11051",Books,12.90030588,134.9663031
420390,A,6,75.75551913,2024-01-04 14:39:00,PayPal,"84808 Heather Drives
Everetthaven, TN 48694",Clothing,16.91507631,377.6484916
218306,C,7,17.48344175,2023-11-29 04:13:00,Cash,"73076 Sweeney Pines
Mccarthyborough, KS 56018",Electronics,9.863590182,110.3126269
908160,B,5,77.911939,2023-05-02 14:10:00,PayPal,"31900 Stewart Parkway Apt. 859
Jamesshire, VA 79536",Electronics,1.616726685,383.2615795
16642,A,1,69.64528917,2024-02-29 03:59:00,Cash,"2694 Terrance Spurs Apt. 300
Sheilafort, NH 73334",Electronics,18.64104368,56.66268039
147851,C,1,64.45863786,2023-09-24 01:20:00,Credit Card,"9442 Gray Rapids Apt. 456
West Angelaton, NJ 04734",Clothing,5.865678005,60.67770172
714511,A,3,97.01868272,2023-09-27 19:22:00,Debit Card,"375 Audrey Isle Apt. 650
Gibsonmouth, NC 15026",Electronics,19.43676051,234.4841811
143779,A,2,41.2143105,2024-04-07 17:30:00,Cash,"8659 Clay Street Apt. 193
Christineshire, FM 97293",Books,16.84075858,68.54701594
491768,B,5,71.47775954,2023-05-14 21:29:00,Cash,"PSC 9458, Box 9421
APO AA 84039",Home Decor,6.461854636,334.2948531
390190,A,6,61.59105202,2023-07-04 23:14:00,Cash,"581 Charlotte Land
Lake Jasonhaven, ME 77590",Home Decor,8.409567919,338.469064
718553,B,7,44.91639388,2024-03-25 03:43:00,Debit Card,"4023 Jennifer Prairie Apt. 711
Rodriguezshire, NH 07463",Books,1.527390592,309.6124157
490125,C,4,80.9415652,2024-04-02 03:47:00,PayPal,"9562 Peter Mill
Whitakermouth, PR 71963",Books,15.66106217,273.0610254
11452,B,7,46.2832959,2024-03-08 12:40:00,Credit Card,"0585 Tiffany Square
Staceyborough, WA 20704",Electronics,6.220360362,303.8301567
98927,C,8,60.27001303,2024-01-15 04:52:00,Credit Card,"20309 Clark Inlet Suite 305
South Juliaborough, SC 66330",Electronics,3.409486253,465.7209218
23830,C,1,60.45645023,2024-01-14 00:26:00,Debit Card,"610 Martinez Points Suite 875
Morrisview, KY 61533",Books,16.25173685,50.63122703
322347,A,6,56.01948781,2023-12-19 23:26:00,PayPal,"505 Haynes Stream Suite 207
East Natalie, AR 71209",Home Decor,16.89058253,279.3448199
99487,D,8,51.16619973,2024-02-17 21:46:00,Debit Card,"7089 Marshall Cliff Apt. 323
New Wendymouth, CT 55710",Books,7.345053301,379.2641207
174752,B,5,25.10012015,2023-09-12 03:14:00,PayPal,"1196 Corey Bypass Suite 715
Sosaville, MN 09737",Clothing,5.137626912,119.0528481
150760,B,4,31.67611866,2023-05-24 04:28:00,Debit Card,"0522 Peters Branch
North Brandonville, CT 86024",Books,13.14385457,110.0506228
300755,C,2,21.11526402,2023-12-01 08:06:00,Credit Card,"385 Jamie Extensions
Lake Crystal, ME 45133",Books,5.863023355,39.75454231
318978,B,6,75.11420555,2023-10-09 19:33:00,Cash,"8238 Cristian Course Suite 182
Port Gregory, NC 86391",Home Decor,10.17715166,404.8183136
447037,D,6,76.98651829,2023-07-07 15:19:00,Credit Card,"06505 Park Mews Suite 258
Vasquezton, MN 05747",Electronics,12.84973774,402.5637156
494205,D,1,67.46760751,2023-08-26 16:11:00,Cash,"88341 Hammond Vista Suite 966
East Michelleborough, MI 91511",Electronics,12.35020318,59.13522091
375520,D,9,92.58788273,2023-10-05 16:56:00,Cash,"731 Steven Spring
Fullerhaven, MS 22618",Books,13.99231235,716.6942728
550537,C,6,33.84677181,2023-09-26 05:22:00,Cash,"7636 Matthew Corners
Marshallbury, IN 29188",Electronics,7.306948304,188.2416342
372905,C,3,83.89215147,2023-06-19 09:29:00,Cash,"35098 Ritter View
North Davidtown, WV 13685",Home Decor,10.78425766,224.5350171
116842,D,4,26.72503098,2023-06-14 14:38:00,Cash,"667 Jamie Estate
North Vincentfort, NM 03983",Clothing,3.165920033,103.5157515
